country,city,region,type,size,sports,percentage,Links,logo,Music,University
Italy,Padua,Europe,Public,XL,Cricket,E,https://www.topuniversities.com/universities/universita-di-padova,https://www.topuniversities.com/sites/default/files/universitdi-padova_480_small.jpg,YES,Universitas Â di Padova
Finland,JyvÃ¤skylÃ¤Â¤,Europe,Public,M,VollyBall,E,https://www.topuniversities.com/universities/university-jyvaskyla,https://www.topuniversities.com/sites/default/files/university-of-jyvskyl_306_small.jpg,NO,University of Jyväskylä¤
New Zealand,Palmerston North,Oceania,Public,M,VollyBall,C,https://www.topuniversities.com/universities/massey-university,https://www.topuniversities.com/sites/default/files/massey-university_395_small.jpg,NO,Massey University
Australia,Townsville,Oceania,Public,M,VollyBall,D,https://www.topuniversities.com/universities/james-cook-university,https://www.topuniversities.com/sites/default/files/james-cook-university_833_small.jpg,NO,James Cook University
United States,Buffalo,North America,Public,L,Football,C,https://www.topuniversities.com/universities/university-buffalo-suny,https://www.topuniversities.com/sites/default/files/university-at-buffalo-suny_1888_small.jpg,YES,University at Buffalo SUNY
New Zealand,Lincoln,Oceania,Public,S,Tanis,A,https://www.topuniversities.com/universities/lincoln-university,https://www.topuniversities.com/sites/default/files/lincoln-university-_592560cf2aeae70239af4ef3_small.jpg,NO,Lincoln University 
United States,Honolulu,North America,Public,L,Football,E,https://www.topuniversities.com/universities/university-hawaii-manoa,https://www.topuniversities.com/sites/default/files/university-of-hawaii-at-maoa_255_small.jpg,YES,University of Hawaii at Manoa
United Kingdom,London,Europe,Public,L,Football,B,https://www.topuniversities.com/universities/brunel-university-london,https://www.topuniversities.com/sites/default/files/brunel-university-london_592560cf2aeae70239af4acc_small.jpg,YES,Brunel University London
Kazakhstan,Nur-Sultan,Asia,Public,L,Football,C,https://www.topuniversities.com/universities/ln-gumilyov-eurasian-national-university-enu,https://www.topuniversities.com/sites/default/files/l.n.-gumilyov-eurasian-national-university-enu_592560cf2aeae70239af52e8_small.jpg,YES,L.N. Gumilyov Eurasian National University (ENU)
Germany,Cologne,Europe,Public,XL,Cricket,B,https://www.topuniversities.com/universities/university-cologne,https://www.topuniversities.com/sites/default/files/university-of-cologne_592560cf2aeae70239af4bc6_small.jpg,YES,University of Cologne
Estonia,Tartu,Europe,Public,M,VollyBall,A,https://www.topuniversities.com/universities/university-tartu,https://www.topuniversities.com/sites/default/files/university-of-tartu_592560cf2aeae70239af4d08_small.jpg,NO,University of Tartu
Germany,Ulm,Europe,Public,M,VollyBall,B,https://www.topuniversities.com/universities/university-ulm,https://www.topuniversities.com/sites/default/files/university-ulm_638_small.jpg,NO,University Ulm
Russia,Dolgoprudny,Europe,Public,M,VollyBall,B,https://www.topuniversities.com/universities/moscow-institute-physics-technology-mipt-moscow-phystech,https://www.topuniversities.com/sites/default/files/moscow-institute-of-physics-and-technology-mipt-moscow-phystech_15270_small.jpg,NO,Moscow Institute of Physics and Technology (MIPT / Moscow Phystech)
Russia,Moscow,Europe,Public,M,VollyBall,C,https://www.topuniversities.com/universities/mgimo-university,https://www.topuniversities.com/sites/default/files/moscow-state-institute-of-international-relations-mgimo-university_2156_small.jpg,NO,MGIMO University
Germany,Konstanz,Europe,Public,M,VollyBall,D,https://www.topuniversities.com/universities/universitat-konstanz,https://www.topuniversities.com/sites/default/files/universitt-konstanz_323_small.jpg,NO,Universität Konstanz
Argentina,Buenos Aires,Latin America,Private,M,VollyBall,A,https://www.topuniversities.com/universities/universidad-de-belgrano,https://www.topuniversities.com/sites/default/files/universidad-de-belgrano_51_small.jpg,NO,Universidad de Belgrano
Belarus,Minsk,Europe,Public,L,Football,A,https://www.topuniversities.com/universities/belarusian-state-university,https://www.topuniversities.com/sites/default/files/belarusian-state-university_14128_small.jpg,YES,Belarusian State University
Australia,Geelong,Oceania,Public,XL,Cricket,B,https://www.topuniversities.com/universities/deakin-university,https://www.topuniversities.com/sites/default/files/download-48x48.png,YES,Deakin University
France,Paris,Europe,Public,M,VollyBall,D,https://www.topuniversities.com/universities/universite-paris-dauphine-universite-psl,https://www.topuniversities.com/sites/default/files/universit-paris-dauphine-universit-psl_592560cf2aeae70239af4c68_small.jpg,NO,"Universitas© Paris-Dauphine, Universitas© PSL"
United Kingdom,Birmingham,Europe,Public,M,VollyBall,A,https://www.topuniversities.com/universities/aston-university,https://www.topuniversities.com/sites/default/files/aston-university_29_small.jpg,NO,Aston University
South Africa,Johannesburg,Africa,Public,L,Football,E,https://www.topuniversities.com/universities/university-witwatersrand,https://www.topuniversities.com/sites/default/files/university-of-the-witwatersrand_679_small.jpg,YES,University of Witwatersrand
United Kingdom,Oxford,Europe,Public,L,Football,C,https://www.topuniversities.com/universities/oxford-brookes-university,https://www.topuniversities.com/sites/default/files/oxford-brookes-university_592560cf2aeae70239af4c61_small.jpg,YES,Oxford Brookes University
United States,Blacksburg,North America,Public,XL,Cricket,D,https://www.topuniversities.com/universities/virginia-polytechnic-institute-state-university,https://www.topuniversities.com/sites/default/files/virginia-polytechnic-institute-and-state-university_592560cf2aeae70239af4d15_small.jpg,YES,Virginia Polytechnic Institute and State University
United States,Boston,North America,Private,L,Football,D,https://www.topuniversities.com/universities/northeastern-university,https://www.topuniversities.com/sites/default/files/northeastern-university_454_small.jpg,YES,Northeastern University
United States,Ashburn,North America,Private,L,Football,C,https://www.topuniversities.com/universities/george-washington-university,https://www.topuniversities.com/sites/default/files/george-washington-university_223_small.jpg,YES,George Washington University
Germany,Jena,Europe,Public,L,Football,B,https://www.topuniversities.com/universities/universitat-jena,https://www.topuniversities.com/sites/default/files/universitt-jena_592560cf2aeae70239af4bb5_small.jpg,YES,Universität Jena
Egypt,Cairo,Africa,Private,M,VollyBall,D,https://www.topuniversities.com/universities/american-university-cairo,https://www.topuniversities.com/sites/default/files/the-american-university-in-cairo_36_small.jpg,NO,The American University in Cairo
Poland,Warsaw,Europe,Public,XL,Cricket,C,https://www.topuniversities.com/universities/university-warsaw,https://www.topuniversities.com/sites/default/files/university-of-warsaw_663_small.jpg,YES,University of Warsaw 
Portugal,Lisbon,Europe,Public,L,Football,A,https://www.topuniversities.com/universities/universidade-nova-de-lisboa,https://www.topuniversities.com/sites/default/files/universidade-nova-de-lisboa_460_small.jpg,YES,Universidade Nova de Lisboa
United Kingdom,Paris,Europe,Public,L,Football,A,https://www.topuniversities.com/universities/university-kent,https://www.topuniversities.com/sites/default/files/university-of-kent_315_small.jpg,YES,University of Kent
Japan,Kobe City,Asia,Public,L,Football,E,https://www.topuniversities.com/universities/kobe-university,https://www.topuniversities.com/sites/default/files/kobe-university_320_small.jpg,YES,Kobe University
Italy,Milan,Europe,Public,XL,Cricket,D,https://www.topuniversities.com/universities/university-milan,https://www.topuniversities.com/sites/default/files/university-of-milan_1873_small.jpg,YES,University of Milan
Australia,Hobart,Oceania,Public,L,Football,C,https://www.topuniversities.com/universities/university-tasmania,https://www.topuniversities.com/sites/default/files/university-of-tasmania_592560cf2aeae70239af4cd5_small.jpg,YES,University of Tasmania
Canada,Quebec,North America,Public,L,Football,D,https://www.topuniversities.com/universities/universite-laval,https://www.topuniversities.com/sites/default/files/laval-university_337_small.jpg,YES,Universitas© Laval
United States,Lawrence,North America,Public,L,Football,D,https://www.topuniversities.com/universities/university-kansas,https://www.topuniversities.com/sites/default/files/university-of-kansas_309_small.jpg,YES,University of Kansas
Philippines,Quezon City,Asia,Public,XL,Cricket,A,https://www.topuniversities.com/universities/university-philippines,https://www.topuniversities.com/sites/default/files/university-of-the-philippines_498_small.jpg,YES,University of the Philippines
Denmark,Aalborg,Europe,Public,L,Football,C,https://www.topuniversities.com/universities/aalborg-university,https://www.topuniversities.com/sites/default/files/aalborg-university_1262_small.jpg,YES,Aalborg University
United States,Denver,North America,Public,L,Football,A,https://www.topuniversities.com/universities/university-colorado-denver,https://www.topuniversities.com/sites/default/files/university-of-colorado-denver_2116_small.jpg,YES,"University of Colorado, Denver "
France,Paris,Europe,Public,XL,Cricket,E,https://www.topuniversities.com/universities/universite-paris-descartes,https://www.topuniversities.com/sites/default/files/universit-paris-descartes_486_small.jpg,YES,Universitas© Paris Descartes
Russia,Tomsk,Europe,Public,M,VollyBall,C,https://www.topuniversities.com/universities/tomsk-state-university,https://www.topuniversities.com/sites/default/files/tomsk-state-university_616_small.jpg,NO,Tomsk State University
Norway,Troms'Â¸,Europe,Public,L,Football,D,https://www.topuniversities.com/universities/university-tromso-arctic-university-norway,https://www.topuniversities.com/sites/default/files/university-of-troms-the-arctic-university-of-norway_625_small.jpg,YES,University of TromsÃ¸ The Arctic University of Norway
Ireland,Dublin,Europe,Public,L,Football,B,https://www.topuniversities.com/universities/dublin-city-university,https://www.topuniversities.com/sites/default/files/dublin-city-university_592560cf2aeae70239af4b27_small.jpg,YES,Dublin City University
United States,Richardson,North America,Public,L,Football,B,https://www.topuniversities.com/universities/university-texas-dallas,https://www.topuniversities.com/sites/default/files/university-of-texas-dallas_592560cf2aeae70239af5355_small.jpg,YES,University of Texas Dallas
Finland,Kuopio,Europe,Public,M,VollyBall,B,https://www.topuniversities.com/universities/university-eastern-finland,https://www.topuniversities.com/sites/default/files/university-of-eastern-finland_592560cf2aeae70239af4bcb_small.jpg,NO,University of Eastern Finland
Ukraine,Kharkiv,Europe,Public,L,Football,E,https://www.topuniversities.com/universities/v-n-karazin-kharkiv-national-university,https://www.topuniversities.com/sites/default/files/v.-n.-karazin-kharkiv-national-university_19511_small.jpg,YES,V. N. Karazin Kharkiv National University
United States,Washington D.C.,North America,Private,M,VollyBall,B,https://www.topuniversities.com/universities/american-university,https://www.topuniversities.com/sites/default/files/american-university_17_small.jpg,NO,American University
United Kingdom,Stirling,Europe,Public,M,VollyBall,D,https://www.topuniversities.com/universities/university-stirling,https://www.topuniversities.com/sites/default/files/university-of-stirling_575_small.jpg,NO,University of Stirling
United States,Fort Collins,North America,Public,L,Football,A,https://www.topuniversities.com/universities/colorado-state-university,https://www.topuniversities.com/sites/default/files/colorado-state-university_136_small.jpg,YES,Colorado State University
South Korea,Seoul,Asia,Private,L,Football,E,https://www.topuniversities.com/universities/chung-ang-university-cau,https://www.topuniversities.com/sites/default/files/chung-ang-university-cau_1042_small.jpg,YES,Chung-Ang University (CAU)
Australia,Melbourne,Oceania,Public,L,Football,D,https://www.topuniversities.com/universities/la-trobe-university,https://www.topuniversities.com/sites/default/files/la-trobe-university_592560cf2aeae70239af4bd1_small.jpg,YES,La Trobe University
China (Mainland),Beijing,Asia,Public,XL,Cricket,A,https://www.topuniversities.com/universities/beijing-institute-technology,https://www.topuniversities.com/sites/default/files/beijing-institute-of-technology_868_small.jpg,YES,Beijing Institute of Technology
